ID,EN_TITLE,JP_TITLE,CLEAN_TITLE,LANGUAGE,ARTIST,GROUP_NAME,CATEGORY,PARODY,CHARACTER,TAGS,PAGES,UPLOAD_DATE,FORMATTED_DATE,SCRAPED_DATE
649497,[Temparing (Tokimachi Eisei)] Futanari Mahou Shoujo Kyouka Kunren (Puella Magi Madoka Magica) [English] [MTL] [Digital],[テンパりんぐ (トキマチ☆エイセイ)] ふたなり魔法少女強化訓練 (魔法少女まどか☆マギカ) [英訳] [DL版],Futanari Mahou Shoujo Kyouka Kunren,"english, translated",tokimachi eisei,temparing,doujinshi,puella magi madoka magica,"homura akemi, mami tomoe, madoka kaname","futanari, magical girl, glasses, anal, double penetration, dickgirl on dickgirl, dickgirls only, drill hair, anal intercourse, ttt threesome, rough translation, full-packaged futanari",26,2026-05-12 09:01:15,2026-05-12 09:01:15,2026-05-13 14:28:19
649498,[Tsukino] kawaiikedo nekurana doukyuusei wo ore no chinpo de hagemashita hanashi. [Digital],[月乃]  可愛いけど根暗な同級生をおれのちんぽではげました話。 [DL版],kawaiikedo nekurana doukyuusei wo ore no chinpo de hagemashita hanashi.,japanese,tsukino,,doujinshi,original,,"big breasts, artistcg, sole female, hair buns",29,2026-05-12 09:03:03,2026-05-12 09:03:03,2026-05-13 14:28:31
649499,[宮原歩] 触手に敗北した聖女、無惨 (SCANMTL),[宮原歩] 触手に敗北した聖女、無惨,触手に敗北した聖女、無惨,"english, translated",miyahara ayumu,,doujinshi,original,,"squirting, big breasts, nun, pregnant, unusual pupils, cervix penetration, milking, nakadashi, ahegao, anal, scanmark, bondage, monster, nipple fuck, defloration, double penetration, lactation, mind break, impregnation, tentacles, sole female, crotch tattoo, multiple orgasms, rough translation, nipple stimulation, vaginal birth",54,2026-05-12 09:06:16,2026-05-12 09:06:16,2026-05-13 14:28:45
649500,"[Uzura Frontier (Mukimoto Koko)] Ochinpo Gourmet Reporter Mue-chan | Mue-Chan, Penis Gourmet Reporter [English] [gotbored] [Digital]",[うずらフロンティア (剥元ここ)] おちんぽグルメリポーターむえちゃん [英訳] [DL版],"Ochinpo Gourmet Reporter Mue-chan | Mue-Chan, Penis Gourmet Reporter","english, translated",mukimoto koko,uzura frontier,doujinshi,original,,"nakadashi, ahegao, blowjob face, femdom, exhibitionism, x-ray, blowjob, big penis, deepthroat, sole female, domination loss, focus blowjob, high heels",91,2026-05-12 09:11:51,2026-05-12 09:11:51,2026-05-13 14:28:57
649501,[Dokuneko Noil] Work collection | 毒猫作品个人汉化合集 [Chinese] [Akiseherol个人汉化],,Work collection | 毒猫作品个人汉化合集,"translated, chinese",dokuneko noil,,doujinshi,blue archive,,"full color, impregnation",107,2026-05-12 09:18:07,2026-05-12 09:18:07,2026-05-13 14:29:09
649502,[Miyahara Ayumu] Shokushu to Kankaku Kyouyuu shite Hara nda Elf Oyako no Junan (SCANMTL),[Miyahara Ayumu] Shokushu to Kankaku Kyouyuu shite Hara nda Elf Oyako no Junan,Shokushu to Kankaku Kyouyuu shite Hara nda Elf Oyako no Junan,"english, translated",miyahara ayumu,,doujinshi,original,,"elf, milf, big breasts, corruption, pregnant, ahegao, scanmark, mother, anal birth, inflation, incest, double penetration, lactation, prehensile hair, tentacles, oyakodon, rough translation, vaginal birth",54,2026-05-12 09:28:45,2026-05-12 09:28:45,2026-05-13 14:29:23
649503,[Jackpot 64 (HAN)] Chicchaku Natta Sensei ga Rio ni Osowareru Hon | 變小的老師被莉音的本子 (Blue Archive) [Chinese] [Digital],[ジャックポット64 (HAN)] ちっちゃくなった先生がリオに襲われる本 (ブルーアーカイブ) [中国翻訳] [DL版],Chicchaku Natta Sensei ga Rio ni Osowareru Hon | 變小的老師被莉音的本子,"translated, chinese",,,doujinshi,blue archive,rio tsukatsuki,"big breasts, extraneous ads, halo",29,2026-05-12 09:30:49,2026-05-12 09:30:49,2026-05-13 14:29:35
649504,[Yumemi Teer] Dekkai  Gal no Ongaeshi  | 超大隻辣妹的報恩 (COMIC Anthurium 2026-05) [Chinese] [Digital],[夢見てぇる] でっっっかいギャルの恩返し (COMIC アンスリウム 2026年5月号) [中国翻訳] [DL版],Dekkai  Gal no Ongaeshi  | 超大隻辣妹的報恩,"translated, chinese",yumemi teer,,manga,,,"big breasts, nakadashi, dark skin, gyaru, sole female, sole male, extraneous ads",38,2026-05-12 09:33:11,2026-05-12 09:33:11,2026-05-13 14:29:51
649505,[Marui Maru] Magou Koto Naki Hentai Koui 2 | 毫無疑問的變態行為2 (COMIC Anthurium 2026-05) [Chinese] [Digital],[丸居まる] まごうことなき変態行為2 (COMIC アンスリウム 2026年5月号) [中国翻訳] [DL版],Magou Koto Naki Hentai Koui 2 | 毫無疑問的變態行為2,"translated, chinese",marui maru,,manga,,,"big breasts, glasses, schoolgirl uniform, filming, extraneous ads",31,2026-05-12 09:35:15,2026-05-12 09:35:15,2026-05-13 14:30:05
649506,[Tsukumo Nikyuu] You are Mine | 你是我的 (COMIC Anthurium 2026-05) [Chinese] [Digital],[富士鷹金星] ユー・アー・マイン (COMIC アンスリウム 2026年5月号) [中国翻訳] [DL版],You are Mine | 你是我的,"translated, chinese",fujitaka kinsei,,manga,,,"unusual teeth, big breasts, full censorship, sole female, sole male, extraneous ads",36,2026-05-12 09:37:34,2026-05-12 09:37:34,2026-05-13 14:30:19
649507,[Tsukumo Nikyuu] Kannou Doukou (COMIC Anthurium 2026-05) [Chinese] [Digital],[夢見てぇる] 官能動交 (COMIC アンスリウム 2026年5月号) [中国翻訳] [DL版],Kannou Doukou,"translated, chinese",tsukumo nikyu,,manga,,,"tomboy, sole female, sole male, pixie cut, extraneous ads",32,2026-05-12 09:39:39,2026-05-12 09:39:39,2026-05-13 14:30:38
649508,[Hiiragi Popura] Nikutai Dorobou no Udewa (Zoku) - Bracelet of Body Thief Part 2 (Ongoing),[柊ぽぷら] 肉体泥棒の腕輪≪続≫,Nikutai Dorobou no Udewa (Zoku) - Bracelet of Body Thief Part 2,japanese,hiiragi popura,,doujinshi,original,,"elf, big breasts, corruption, body swap, yuri, mind control, full color, possession, mind break, gloves, very long hair",97,2026-05-12 09:45:52,2026-05-12 09:45:52,2026-05-13 14:30:54
649509,[Hiiragi Popura] Nikutai Dorobou no Udewa (Zoku) - Bracelet of Body Thief Part 2 (Ongoing) [English],[柊ぽぷら] 肉体泥棒の腕輪≪続≫,Nikutai Dorobou no Udewa (Zoku) - Bracelet of Body Thief Part 2,"english, translated",hiiragi popura,,doujinshi,original,,"elf, big breasts, corruption, yuri, mind control, full color, multi-work series, possession, mind break, mosaic censorship, gloves, very long hair, eye-covering bang, gender change",42,2026-05-12 09:48:39,2026-05-12 09:48:39,2026-05-13 14:31:10
649510,[URAN-FACTORY (URAN)] Konpachiburu Akaibu (Blue Archive) [Digital],[URAN-FACTORY (URAN)] こんぱちぶるーあーかいぶ (ブルーアーカイブ) [DL版],Konpachiburu Akaibu,japanese,uran,uran-factory,doujinshi,blue archive,rumi akeshiro,"fox girl, sole female, sole male, kemonomimi, very long hair, halo",18,2026-05-12 09:49:56,2026-05-12 09:49:56,2026-05-13 14:31:23
649511,[URAN-FACTORY (URAN)] Souten Gachou (Azur Lane) [Digital],[URAN-FACTORY (URAN)] 蒼天画帳 (アズールレーン) [DL版],Souten Gachou,japanese,uran,uran-factory,doujinshi,azur lane,"takao, belfast","big breasts, full color, stockings, gloves, very long hair",18,2026-05-12 09:51:15,2026-05-12 09:51:15,2026-05-13 14:31:38
649512,[Yudokuya (Tomokichi)] Gensoukyou no Ou - Sanae Ryoujoku Hen (Touhou Project) [Digital],[友毒屋 (友吉)] 幻想郷ノ王 早苗陵辱編 (東方Project) [DL版],Gensoukyou no Ou - Sanae Ryoujoku Hen,japanese,tomokichi | tomokity,yudokuya,doujinshi,touhou project,"sanae kochiya, suwako moriya, marisa kirisame, reimu hakurei, yukari yakumo, rinnosuke morichika","futanari, big breasts, group, ffm threesome, mtf threesome, soushuuhen",86,2026-05-12 09:56:35,2026-05-12 09:56:35,2026-05-13 14:31:53
649513,"[Digital Lover (Nakajima Yuka)] DL-AW&SAO Soushuuhen (Accel World, Sword Art Online) [Digital]",[Digital Lover (なかじまゆか)] DL-AW&SAO 総集編 (アクセル・ワールド、ソードアート・オンライン) [DL版],DL-AW&SAO Soushuuhen,japanese,nakajima yuka | takanami sachiko,digital lover,doujinshi,"sword art online, accel world","asuna yuuki, yuniko kouzuki, haruyuki arita, kuroyukihime | black lotus, kazuto kirigaya | kirito","anal, small breasts, soushuuhen",170,2026-05-12 10:06:04,2026-05-12 10:06:04,2026-05-13 14:32:06
649514,[18master] Mother Sana,,Mother Sana,japanese,,18master,doujinshi,original,,"milf, sweating, big breasts, big ass, ahegao, huge breasts, mother, full color, incest, big areolae, mosaic censorship, big penis, sole female, eye-covering bang, multiple orgasms",16,2026-05-12 10:09:10,2026-05-12 10:09:10,2026-05-13 14:32:25
649515,[Poyopoyopi (Poyopi)] ジェット先輩は性感マッサージでイクッ！ (Meitantei Precure!) [Digital],[ぽよぽよぴ (ぽよぴ)] ジェット先輩は性感マッサージでイクッ！ (名探偵プリキュア!) [DL版],ジェット先輩は性感マッサージでイクッ！,japanese,poyopi,poyopoyopi,doujinshi,meitantei precure,,"swimsuit, prostate massage, anal, crossdressing, bikini, males only, yaoi, shotacon, ponytail, mesuiki, anal intercourse, nipple stimulation",36,2026-05-12 10:16:25,2026-05-12 10:16:25,2026-05-13 14:32:38
649516,[Gyoumuyou Jiga] Kanojo no Imouto wa Jirai-kei. ~Onee-chan ni Naisho de Honki no Uwaki Koubi… Shiyo?~ | 女友的妹妹是地雷系。 〜我們瞞著姐姐盡情地做愛吧…?〜  [Chinese],[業務用自我] 彼女の妹は地雷系。 〜お姉ちゃんに内緒で本気の浮気交尾…しよ?〜 [中国翻訳],Kanojo no Imouto wa Jirai-kei. ~Onee-chan ni Naisho de Honki no Uwaki Koubi… Shiyo?~ | 女友的妹妹是地雷系。 〜我們瞞著姐姐盡情地做愛吧…?〜,"translated, chinese",,gyoumuyou jiga,doujinshi,original,,"big breasts, extraneous ads",65,2026-05-12 10:20:28,2026-05-12 10:20:28,2026-05-13 14:32:50
649517,[CHINZURI BOP (Chinzurena)] Osananajimi wa Tsukuzuku Okama [Digital],[CHINZURI BOP (チンズリーナ)] 幼なじみは熟オカマ [DL版],Osananajimi wa Tsukuzuku Okama,japanese,chinzurena,chinzuri bop,doujinshi,original,,"scat, bbw, glasses, schoolgirl uniform, nakadashi, anal, shemale, stockings, rimjob, big penis, sole male, male on dickgirl, sole dickgirl, twintails, low scat, focus anal, anal intercourse",20,2026-05-12 10:21:55,2026-05-12 10:21:55,2026-05-13 14:33:02
649518,[Mitari Gakuen (Nush)] Mitari no Sono (Ep. 261-271) [English],,Mitari no Sono,english,nush,mitari gakuen,doujinshi,original,,"gag, torture, story arc, ahegao, femdom, bondage, tickling, footjob, full color, multi-work series, pantyhose, mosaic censorship, cbt, sole male, clothed female nude male, no penetration, mesuiki, crying",49,2026-05-12 10:25:53,2026-05-12 10:25:53,2026-05-13 14:33:14
649519,[jas] Ore wa Ano Toki Kara Soudatta | I have been that way ever since that day (Persona 5)  [English] [AKOTLs],[jas] 俺はあの時からそうだった。(ペルソナ5) [DL版],Ore wa Ano Toki Kara Soudatta | I have been that way ever since that day,"english, translated",jas,,doujinshi,persona 5,"futaba sakura, yusuke kitagawa","glasses, sole female, sole male, very long hair, nipple stimulation",26,2026-05-12 10:27:39,2026-05-12 10:27:39,2026-05-13 14:33:26
649520,(Chou Mo Hitori No... 2020) [jas] You Footer! (Persona 5) [English] [AKOTLs],(超もうひとりの･･･ 2020) [jas] You Footer! (ペルソナ5),You Footer!,"english, translated",jas,,doujinshi,persona 5,"futaba sakura, yusuke kitagawa","sole female, sole male",45,2026-05-12 10:30:29,2026-05-12 10:30:29,2026-05-13 14:33:37
649521,[FM notes (Fumutarou)] Sorasaki Hina ni wa Mitsu mo Aru | Hina Sorasaki Also Has a Sweet Side (Blue Archive) [Digital] [English] [Aishi21],[FM notes (ふむたろう)] 空崎ヒナには蜜もある (ブルーアーカイブ) [DL版],Sorasaki Hina ni wa Mitsu mo Aru | Hina Sorasaki Also Has a Sweet Side,"english, translated",fumm tarou,fm notes,doujinshi,blue archive,"hina sorasaki, sensei","nakadashi, lolicon, x-ray, small breasts, sole female, sole male, horns, very long hair, halo",32,2026-05-12 10:37:03,2026-05-12 10:37:03,2026-05-13 14:33:52
649522,[Hikiniku Nukui (Namu)] 愛に呪わレ (Ensemble Stars!) [Digital],[ひきにくぬくい (ナム)] 愛に呪わレ (あんさんぶるスターズ!) [DL版],愛に呪わレ,japanese,namu,hikiniku nukui,doujinshi,ensemble stars,"natsume sakasaki, tsumugi aoba","schoolboy uniform, glasses, males only, yaoi",57,2026-05-12 10:40:22,2026-05-12 10:40:22,2026-05-13 14:34:03
649523,【deadflow+青豆腐+朝凪+煌野一人】异能少女欠损第三季（企划阶段）,【deadflow+青豆腐+朝凪+煌野一人】异能少女欠损第三季（企划阶段）,【deadflow+青豆腐+朝凪+煌野一人】异能少女欠损第三季（企划阶段）,"translated, chinese","asanagi, neromashin, deadflow, fan no hitori | kazunto","fatalpulse, ijou nouryoku kenkyuukaihatsu kikou",doujinshi,original,,"big breasts, nun, piercing, pregnant, amputee, snuff, huge breasts, robot, drugs, blood, guro, leotard, hotpants, ponytail, personality excretion, hanging, nipple piercing",57,2026-05-12 10:50:45,2026-05-12 10:50:45,2026-05-13 14:34:14
649524,异能者少女欠损合同本1（含角色补全）+2+3（企划阶段）+同人二创,异能者少女欠损合同本1（含角色补全）+2+3（企划阶段）+同人二创,异能者少女欠损合同本1（含角色补全）+2+3（企划阶段）+同人二创,"japanese, translated, chinese","shindol, nanashi, obui, mochi, atage, potion, asanagi, neromashin, accio, deadflow, fan no hitori | kazunto","fatalpulse, ijou nouryoku kenkyuukaihatsu kikou",doujinshi,original,,"forniphilia, big breasts, gag, torture, piercing, pregnant, amputee, snuff, body modification, bestiality, ahegao, huge breasts, anal, syringe, asphyxiation, bondage, brain fuck, lolicon, nipple fuck, latex, footjob, drugs, blood, ear fuck, pantyhose, human cattle, guro, mind break, rape, leotard, hotpants, collar, stomach deformation, slave, beauty mark, kemonomimi, ponytail, goudoushi, anal intercourse, crying, vaginal birth, nipple piercing, property tag",348,2026-05-12 11:55:24,2026-05-12 11:55:24,2026-05-13 14:34:26
649525,"[Hachigo] Nitamono Doushi Nakayoshi Koyoshi | Two of a Kind, Two of a Mind [Digital] [English] [Aishi21]",,"Nitamono Doushi Nakayoshi Koyoshi | Two of a Kind, Two of a Mind","english, translated",hachigo,,manga,,,"virginity, big breasts, nakadashi, sleeping, x-ray, defloration, sole female, sole male, multiple orgasms",50,2026-05-12 11:59:07,2026-05-12 11:59:07,2026-05-13 14:34:38
649526,[TRBM (やぎ)] 好きなんだBaby! (Tsuritama),[TRBM (やぎ)] 好きなんだBaby! (つり球),好きなんだBaby!,japanese,,,doujinshi,tsuritama,"yuki sanada, natsuki usami","schoolboy uniform, glasses, males only, yaoi, blowjob, no penetration",19,2026-05-12 12:00:35,2026-05-12 12:00:35,2026-05-13 14:34:49
649527,[GOLD DUST (Tange Suzuki)] Scarlet 3,[GOLD DUST (丹下スズキ)] スカーレット③,Scarlet 3,japanese,tange suzuki,gold dust,doujinshi,original,,"scat, farting, glasses, schoolgirl uniform, urination, anal, hairy, multi-work series, paizuri, mosaic censorship, teacher, blowjob, low scat",48,2026-05-12 12:03:32,2026-05-12 12:03:32,2026-05-13 14:35:00
649528,[Hikiniku Nukui (Namu)] 267230min. (Ensemble Stars!) [Digital],[ひきにくぬくい (ナム)] 267230min. (あんさんぶるスターズ!) [DL版],267230min.,japanese,namu,hikiniku nukui,doujinshi,ensemble stars,"natsume sakasaki, tsumugi aoba","anal, males only, yaoi, anal intercourse",12,2026-05-12 12:04:28,2026-05-12 12:04:28,2026-05-13 14:35:12
649529,N Ken T Shi R Mura no Fuushu ni tsuite [Takatsu],[高津] N県T市R村の風習について [DL版],N Ken T Shi R Mura no Fuushu ni tsuite,"english, translated",takatsu | takatsu keita,,doujinshi,original,,"mother, tankoubon, manga, rough translation",204,2026-05-12 12:16:15,2026-05-12 12:16:15,2026-05-13 14:35:23
649530,[Corruprotocol (EPLOOV)] Kuro ni so maru yuri 2 Aruraune o ti si ta osananazimi ni sintai wo musiba ma re te iku hanasi (SCANMTL),[Corruprotocol (EPLOOV)] Kuro ni so maru yuri 2 Aruraune o ti si ta osananazimi ni sintai wo musiba ma re te iku hanasi,Kuro ni so maru yuri 2 Aruraune o ti si ta osananazimi ni sintai wo musiba ma re te iku hanasi,"english, translated",eploov,corruprotocol,doujinshi,original,,"plant girl, corruption, monster girl, scanmark, demon girl, yuri, tentacles, beauty mark, rough translation",30,2026-05-12 12:18:19,2026-05-12 12:18:19,2026-05-13 14:35:34
649531,[Oku Koubou (Oku)] Hatsuboshi Seikyouka Gekkan Prima Stella ga Mesu ni Natta Hi (Gakuen IDOLM@STER) [Digital] (SCANMTL),[Oku Koubou (Oku)] Hatsuboshi Seikyouka Gekkan Prima Stella ga Mesu ni Natta Hi (Gakuen IDOLM@STER) [Digital],Hatsuboshi Seikyouka Gekkan Prima Stella ga Mesu ni Natta Hi,"english, translated",oku,,doujinshi,the idolmaster,"producer, sena juo","big breasts, schoolgirl uniform, scanmark, stockings, sole female, sole male, kemonomimi, petplay, rough translation",30,2026-05-12 12:20:26,2026-05-12 12:20:26,2026-05-13 14:35:45
649532,[Jitsuma] Mother's Day 2026 [English] [flash11] [Digital],[児妻] 母の日2026 [英訳] [DL版],Mother's Day 2026,"english, translated",jitsuma,,doujinshi,original,,"milf, big breasts, bbw, big ass, cheating, ahegao, huge breasts, mother, incest, shotacon, sole female, sole male",10,2026-05-12 12:22:31,2026-05-12 12:22:31,2026-05-13 14:35:56
649533,[Dusuya-san (Dusu)] Maia wa Warui Ko | 迈亚是个坏孩子 (Blue Archive) [Chinese] [下江小春汉化组] [Digital],[づす屋さん (づす)] マイアはわるい子 (ブルーアーカイブ) [中国翻訳] [DL版],Maia wa Warui Ko | 迈亚是个坏孩子,"translated, chinese",dusu,dusuya-san,doujinshi,blue archive,"sensei, maia tachiki","sole female, sole male, halo",22,2026-05-12 12:24:05,2026-05-12 12:24:05,2026-05-13 14:36:08
649534,飞机杯女神连线中 Wireless Onahole - Chapter 62 机翻,Wireless Onahole - Chapter 62,飞机杯女神连线中 Wireless Onahole - Chapter 62 机翻,"translated, chinese",,,manga,,,"webtoon, rough translation",10,2026-05-12 12:25:08,2026-05-12 12:25:08,2026-05-13 14:36:19
649535,[Francis Xie] KaiNika (Dorohedoro) [Chinese] [Decensored],[Francis Xie] 壊ニカ (ドロヘドロ) [中国語] [無修正],KaiNika,chinese,francis xie,,doujinshi,dorohedoro,"nikaido, kai","big breasts, uncensored, long tongue, guro, blowjob, collar, sole female, sole male, horns, tail",41,2026-05-12 12:33:14,2026-05-12 12:33:14,2026-05-13 14:36:30
649536,[OKT! (Herahera)] Lonely Monkeys 01 (Slam Dunk) [Digital],[OKT! (へらへら)] さみしがりの猿ども 上 (スラムダンク) [DL版],Lonely Monkeys 01,japanese,herahera,okt,doujinshi,slam dunk,"hisashi mitsui, ryota miyagi","males only, yaoi",43,2026-05-12 12:35:55,2026-05-12 12:35:55,2026-05-13 14:36:41
649537,[PULIN Nabe (kakenari)] SKEB 150-152 [ENG],,SKEB 150-152,"english, translated",kakenari,pulin nabe,doujinshi,,"ike, gudao | ritsuka fujimaru, ranulf","kissing, group, uncensored, condom, nakadashi, ahegao, anal, dark skin, x-ray, males only, yaoi, mind break, blowjob, muscle, big penis, tentacles, stomach deformation, crotch tattoo, kemonomimi, anal intercourse",30,2026-05-12 12:37:53,2026-05-12 12:37:53,2026-05-13 14:36:52
649538,[Silver Dog] Inu ni NTRrechimatta[Chinese],[シルバードッグ] 犬にNTRれちまった【中国翻訳】,Inu ni NTRrechimatta,"translated, chinese",silver dog,silver dog,doujinshi,original,,"schoolgirl uniform, dog, bestiality, mosaic censorship, sole female, ponytail, rough translation",31,2026-05-12 12:43:44,2026-05-12 12:43:44,2026-05-13 14:37:03
649539,[存钱买女朋友] 瞪一眼就怀孕 3,,瞪一眼就怀孕 3,chinese,cunqian mai nvpengyou,,doujinshi,original,,"big breasts, pregnant, anal, x-ray, full color, multi-work series, lactation, sole female, sole male, ponytail, anal intercourse, vaginal birth",36,2026-05-12 12:46:10,2026-05-12 12:46:10,2026-05-13 14:37:15
649540,[nameco] Tamesaseru Himari to Sensei | Himari and Sensei Put To The Test (Blue Archive) [English] [Thighs],[nameco] 試されるヒマリと先生 (ブルーアーカイブ),Tamesaseru Himari to Sensei | Himari and Sensei Put To The Test,"english, translated",nameco,,doujinshi,blue archive,"sensei, himari akeboshi","elf, cervix penetration, bodysuit, small breasts, stomach deformation, sole female, sole male, very long hair, halo",5,2026-05-12 12:46:44,2026-05-12 12:46:44,2026-05-13 14:37:26
649541,[存钱买女朋友] にらんだだけで妊娠する,,にらんだだけで妊娠する,japanese,cunqian mai nvpengyou,,doujinshi,original,,"big breasts, pregnant, anal, x-ray, full color, multi-work series, apron, sole female, sole male, anal intercourse, vaginal birth",35,2026-05-12 12:49:00,2026-05-12 12:49:00,2026-05-13 14:37:37
649542,"[Amulai Okashi Seisakusho (Hoshino Iro)] Boku ga TS Saserarete, Shiawasena Mesu Neko Toshite Kawareru Hanashi",[あむぁいおかし製作所 (星埜いろ)] 僕がTSさせられて、幸せなメス猫として飼われる話,"Boku ga TS Saserarete, Shiawasena Mesu Neko Toshite Kawareru Hanashi",japanese,hoshino iro,amuai okashi seisakusho | amulai sweet factory,doujinshi,original,,"catgirl, kemonomimi, gender change",42,2026-05-12 12:51:40,2026-05-12 12:51:40,2026-05-13 14:37:49
649543,[Meshi Shinja] When I Infiltrated A High-Tech Company I Was Modified Into A Perverted Futanari Android [English] [hardcase8translates],ハイテク企業に潜入したらふたなりアンドロイドに改造された,When I Infiltrated A High-Tech Company I Was Modified Into A Perverted Futanari Android,"english, translated",,meshi shinja,doujinshi,original,,"futanari, big breasts, bbw, big ass, body modification, hairy, mind control, big areolae, dickgirl on dickgirl, full-packaged futanari, dickgirl on female, futanarization",94,2026-05-12 12:57:20,2026-05-12 12:57:20,2026-05-13 14:38:00
649544,"[Macaron Sugar] Doutei Daisuki Jogakusei-chan, Zetsurin Doutei ni Haiboku suru. ―Second Memory― (SCANMTL)","[Macaron Sugar] Doutei Daisuki Jogakusei-chan, Zetsurin Doutei ni Haiboku suru. ―Second Memory―","Doutei Daisuki Jogakusei-chan, Zetsurin Doutei ni Haiboku suru. ―Second Memory―","english, translated",,macaron sugar,doujinshi,original,,"big breasts, garter belt, pregnant, nakadashi, ahegao, anal, sex toys, scanmark, multi-work series, stockings, paizuri, mosaic censorship, impregnation, blowjob, muscle, catgirl, sole female, sole male, tail plug, kemonomimi, ponytail, anal intercourse, multiple orgasms, rough translation",61,2026-05-12 13:01:14,2026-05-12 13:01:14,2026-05-13 14:38:11
649545,[Yosuga no Su (Uzura I)] Omae wa Nigerarenai (SCANMTL),[Yosuga no Su (Uzura I)] Omae wa Nigerarenai,Omae wa Nigerarenai,"english, translated",uzura i,yosuga no su,doujinshi,original,,"big breasts, scanmark, bondage, mosaic censorship, shibari, sole female, rough translation",27,2026-05-12 13:02:57,2026-05-12 13:02:57,2026-05-13 14:38:22
649546,"[Macaron Sugar] Doutei Daisuki Jogakusei-chan, Zetsurin Doutei ni Haiboku suru -Third Time is Fate- (SCANMTL)","[Macaron Sugar] Doutei Daisuki Jogakusei-chan, Zetsurin Doutei ni Haiboku suru -Third Time is Fate-","Doutei Daisuki Jogakusei-chan, Zetsurin Doutei ni Haiboku suru -Third Time is Fate-","english, translated",,macaron sugar,doujinshi,original,,"big breasts, scanmark, multi-work series, bride, mosaic censorship, impregnation, sole female, sole male, rough translation",65,2026-05-12 13:07:02,2026-05-12 13:07:02,2026-05-13 14:38:34
649547,[Ogu] Nyoudou Girls Collection,[おぐ] 尿道がーるずコレクション  （个人机翻+没有汉化组),Nyoudou Girls Collection,"translated, chinese",ogu,,doujinshi,original,,"urethra insertion, anal, sex toys, lolicon, rough translation",199,2026-05-12 13:43:38,2026-05-12 13:43:38,2026-05-13 14:38:45
649548,"[Macaron Sugar] Doutei Daisuki Jogakusei-chan, Zetsurin Doutei ni Haiboku suru -Fourth Happiness- (SCANMTL)","[Macaron Sugar] Doutei Daisuki Jogakusei-chan, Zetsurin Doutei ni Haiboku suru -Fourth Happiness-","Doutei Daisuki Jogakusei-chan, Zetsurin Doutei ni Haiboku suru -Fourth Happiness-","english, translated",,macaron sugar,doujinshi,original,,"squirting, kissing, big breasts, pregnant, nakadashi, ahegao, anal, scanmark, x-ray, multi-work series, lactation, paizuri, mosaic censorship, blowjob, sole female, sole male, anal intercourse, rough translation",63,2026-05-12 13:47:31,2026-05-12 13:47:31,2026-05-13 14:38:56
649549,[Heart of cooL (Mizuya Tiharu)] Kasumi no Kakugo (Kantai Collection -KanColle-) [Digital] (SCANMTL),[Heart of cooL (Mizuya Tiharu)] Kasumi no Kakugo (Kantai Collection -KanColle-) [Digital],Kasumi no Kakugo,"english, translated",mizuya tiharu,heart of cool,doujinshi,kantai collection,kasumi,"enema, anal, sex toys, scanmark, bondage, harem, wooden horse, double penetration, shibari, slave, anal intercourse, rough translation",58,2026-05-12 13:51:17,2026-05-12 13:51:17,2026-05-13 14:39:07
649550,(SHINY STAR FESTIV@L 10) [@e.com (ae)] Yukemuri no Mukougawa (THE iDOLM@STER: Shiny Colors) [English],(SHINY STAR FESTIV@L 10) [@e.com (ae)] 湯けむりの向こう側 (アイドルマスター シャイニーカラーズ),Yukemuri no Mukougawa,"english, translated",ae,at e.com,doujinshi,the idolmaster,"producer, madoka higuchi","sole female, rough translation",29,2026-05-12 13:53:39,2026-05-12 13:53:39,2026-05-13 14:39:19
649551,[月夜の研Q所(ケわQ罰)] 長竿VS超乳 おっぱいズコバコオンリー デカチチスペクタクル,[月夜の研Q所(ケわQ罰)] 長竿VS超乳 おっぱいズコバコオンリー デカチチスペクタクル,長竿VS超乳 おっぱいズコバコオンリー デカチチスペクタクル,japanese,kewa-q-batsu,tsukiyo no kenqjo,doujinshi,original,,"big breasts, big nipples, huge breasts, dark skin, nipple fuck, breast expansion, huge penis, paizuri, big penis, sole female, sole male, gigantic breasts",32,2026-05-12 13:55:42,2026-05-12 13:55:42,2026-05-13 14:39:30
649552,[Hadairo Rooibos Tea (Pandain)] 扶她(F)猎人(H)爱丽丝(A) (Touhou Project) [Chinese] [Digital],[肌色ルイボスティー (パンダィン)] ふたなりハンターアリス (東方Project) [中国翻訳] [DL版],扶她(F)猎人(H)爱丽丝,"translated, chinese",pandain,hadairo rooibos tea,doujinshi,touhou project,"nue houjuu, alice margatroid","futanari, big breasts, ahegao, huge breasts, big balls, big penis, stomach deformation, cumflation, rough translation, dickgirl on female",26,2026-05-12 13:57:29,2026-05-12 13:57:29,2026-05-13 14:39:41
649553,Inverted Morality Hero Academia ~ Midnight's Case,,Inverted Morality Hero Academia ~ Midnight's Case,"japanese, english, translated",oekaki kaki,,doujinshi,my hero academia | boku no hero academia,,"big breasts, compilation, multi-work series, teacher",36,2026-05-12 13:59:39,2026-05-12 13:59:39,2026-05-13 14:39:52
